Generic Name,Brand,FUKKM System/Group,MDC,NEML,Method of Purchase,Category,Indications,Prescribing Restrictions,Dosage,Adverse Reaction,Contraindications,Interactions,Precautions,is_quota
BROMHEXINE HCL 8MG TABLET,,,,,,C,Secretolytic therapy in acute and chronic bronchopulmonary diseases associated with abnormal mucous secretion and impaired mucous transport. Prescribing Restriction(s): Medical Assistant in health settings without Medical Officer is allowed to prescribe this medicine for adult use only.,,"Adult: 8-16 mg three times daily. Children: By body weight: 0.3 mg/kg/day 8 hourly for 7 days, then 0.15 mg/kg/day 8 hourly; or Based on age: 6-12 years – 4 mg three times daily; 2-6 years – 2 mg three times daily",,,,,
DIPHENHYDRAMINE HCL 14MG/5ML EXPECTORANT ,,,,,,C,Cough,,ADULT : 5 - 10 ml 2 - 3 times daily. CHILD : 2.5 - 5 ml 2 - 3 times daily (not to be used in children less than 2 years of age),,,,,
DIPHENHYDRAMINE HCL 7MG/5ML  EXPECTORANT (PAEDIATRIC),,,,,,C,Cough,,ADULT : 5 - 10 ml 2 - 3 times daily. CHILD : 2.5 - 5 ml 2 - 3 times daily (not to be used in children less than 2 years of age),,,,,
TRIPOLIDINE HCL 2.5MG AND PSEUDOEPHEDRINE HCL 60MG TABLET,,,,,, maximum dose 10 mg/day. CHILD (syrup) 6 - 12 years : 1.25 mg every 4 - 6 hours,"Decongestion of the upper respiratory tract in common cold, hay fever, allergic and vasomotor rhinitis and aerotitis", maximum dose 5 mg/day 4 - 6 years : 0.938 mg every 4 - 6 hours,ADULT 2.5 mg every 4 - 6 hours,,,,,
AQUEOUS CREAM,,,,,,C+,Dry skin,,As a soap or apply to the skin as an emollient cream,,,,,
CALAMINE LOTION,,,,,,C+,"Soothes and relieves nappy rashes, prickly heat, minor skin irritations, insect bites and sunburn, Pruritic skin conditions.",,"Apply to the skin as required and allow to dry, 1-3 times daily",,,,,
CROTAMITON 10% CREAM,,,,,,B,i) Pruritus ii) Scabies iii) Insect bite reactions,,i) and iii) Massage into affected area until the medication is completely absorbed. Repeat as needed. Apply 2 or 3 times daily ii) Apply to the whole body from below the chin. 2nd application is applied 24 hr later. May need to use once daily for up to 5 days.,,,,,
MICONAZOLE 2% CREAM,,,,,,C,"i) Fungal infections: Tinea pedis, Tinea corporis, Tinea capitis and other dermatophyte infections caused by Trichophyton and Epidermophyton species; ii) Antifungal agent that has been in various candida infections including vaginal candidiasis. Prescribing Restriction(s): To be used as 2nd line treatment at health facilities without medical officer.",,Apply sparingly and rub gently onto affected area 1-2 times daily continuing for 14 days after lesions have healed,,,,,
BETAMETHASONE 17-VALERATE 0.01% CREAM,,,,,,B,"Eczemas, prurigo nodularis, limited psoriasis in appropriate in sites",,Apply sparingly to affected area 2 - 3 times daily then reduced to once daily when improvement occurs,,,,,
HYDROCORTISONE 1% CREAM,,,,,,B,Inflammatory and pruritic manifestations of corticosteroid responsive dermatoses,,"Apply sparingly to affected area 2 - 3 times daily until condition improve, then reduce frequency",,,,,
ZINC OXIDE CREAM,,,,,,C+,"Skin protective in various skin conditions such as nappy rash, eczema and problem skin",,Apply 3 times daily or as required,,,,,
BENZYL BENZOATE 25% EMULSION (ADULT),,,,,,C+,Scabies for adult and children more than 12 years old.,,"After bath, apply over the whole body, neck down and leave on for 24 hours then wash off. Reapply for another 24 hours, the first repeat application should be within 5 days of the initial application, a third application may be required in some cases.",,,,,
CLOTRIMAZOLE 1% CREAM,,,,,,B,"Cutaneous candidiasis, Tinea corporis, Tinea cruris, Tinea pedis and Tinea versicolor",,Rub in gently onto affected and surrounding skin 2 or 3 times daily continuing for about 2 weeks beyond the dissapearance of all symptoms,,,,,
GAMMA BENZENE HEXACHLORIDE 0.1% LOTION,,,,,,B,For treatment of head lice,,Leave lotion on hair for exactly 4 minutes. Then wash off of the hair and skin with warm water.,,,,,
SILVER SULPHADIAZINE 1% CREAM,,,,,,B,"Prevention and treatment of infections in severe burns, leg ulcers where infections may prevent healing and for the prophylaxis of infections in skin grafting",,Burns: Apply 3 mm thick layer twice daily with sterile applicator. Leg ulcer: apply at least 3 times a week,,,,,
ACRIFLAVINE 0.1% LOTION,,,,,,C+,"Infected skin, lesions, cuts, abrasions, wounds and burns.",,Apply undiluted three times daily to the affected part .,,,,,
CETRIMIDE 1% LOTION,,,,,,C+,As shampoo and cleansing agent ,,Apply to affected area,,,,,
CHLORHEXIDINE GLUCONATE 5% SOLUTION,,,,,,C+,i) Preoperative skin disinfection ii) Wounds or burns iii) Emergency disinfection of instruments,,i) & iii) 1 : 10 in 70 % Alcohol ii) 1 : 100,,,,,
"POTASSIUM PERMANGANATE 1:10,000 SOLUTION",,,,,,C+,Cleansing and deodorising suppurative eczematous reactions and wounds,,As soaks or wet dressing 1 - 3 times daily or as required,,,,,
POVIDONE IODINE 10% (EQUIVALENT TO 1% IODINE) SOLUTION,,,,,,B,"Skin operation prior to surgery, in cleansing open wounds, as an antiseptic for operative wounds infections",,To be applied undiluted in pre-operative skin disinfection and general antisepsis.,,,,,
FUSIDIC ACID 2% CREAM,,,,,,B,"Skin infections caused by staphylococci, streptococci, corynebacterium minutissumun and other sodium fusidate-sensitive organisms",,Apply to affected area 2 - 3 times daily,,,,,
BENZOYL PEROXIDE 5% GEL,,,,,,B,Mild to moderate acne vulgaris,,Apply 1-2 times daily preferably after washing with soap and water,,,,,
BCG VACCINE FREEZE-DRIED INJECTION,,,,,,C+,For the prevention of tuberculosis,,0.1 ml by intradermal injection. INFANT under 12 months: 0.05 ml,,,,,
DIPHTHERIA & TETANUS VACCINE INJECTION,,,,,,C+,Immunisation against diphtheria and tetanus,,"Prophylactic: 2 or 3 doses by deep SC or IM injection, 0.5 or 1 ml. Each second dose at 4 - 6 weeks then 4 - 6 months. Booster at 4 - 6 years",,,,,
"DIPHTHERIA, TETANUS, ACCELULAR PERTUSSIS, INACTIVATED POLIO VIRUS, HAEMOPHILUS INFLUENZA TYPE B VACCINE, HEPATITIS B (DTAP-IPV-HIB-HEP B)",,,,,,C+,"Immunisation of children against Diphtheria, Tetanus, Acellular Pertussis, Polio and Haemophilus Influenza Type B infection",,Primary : 0.5 ml by IM at 1 - 2 months intervals Booster : Second year of life,,,,,
HEPATITIS B VACCINE INJECTION (PAED),,,,,,C+,Immunisation against infections caused by Hepatitis B virus,,"Dose depends on the products used. Please refer to package insert. Example: 1. Euvax-B Adult (from 16 years old) - 20mcg/dose Neonates, infants & children up to and including 15 years - 10mcg/dose 2. Engerix-B Adult (from 20 years old) - 20mcg/dose Neonates, infants & children up to and including 19 years - 10mcg/dose Second dose to be given after 1 month and booster dose after 6 months",,,,,
HEPATITIS B VACCINE INJECTION (ADULT),,,,,,C+,Immunisation against infections caused by Hepatitis B virus,,"Dose depends on the products used. Please refer to package insert. Example: 1. Euvax-B Adult (from 16 years old) - 20mcg/dose Neonates, infants & children up to and including 15 years - 10mcg/dose 2. Engerix-B Adult (from 20 years old) - 20mcg/dose Neonates, infants & children up to and including 19 years - 10mcg/dose Second dose to be given after 1 month and booster dose after 6 months",,,,,
HUMAN PAPILOMAVIRUS VACCINE (HPV),,,,,,C+,For the prevention of cervical cancer due to papilloma virus. To be used as part of the public health program only,,"Given by IM into deltoid region. ADULT and CHILD 10 - 25 years, 3 doses of 0.5 mL, at 0, 1 and 6 months",,,,,
INFLUENZA VACCINE,,,,,, 3-8 years: 1-2 doses of 0.5 ml IM ADULT & CHILD more than 9 years: Single dose of 0.5 ml IM,"i) Prophylaxis of influenza for frontliners (KKM staff and essential services personnel). ii) Prophylaxis of influenza in high risk groups, particularly individuals who have chronic cardiovascular, pulmonary, metabolic or renal disease, or who are immunocompromised and elderly patients. Refer to current recommendation by WHO for selection of product of inactivated influenza vaccines.",B,CHILD 6-35 months: Single dose of 0.5 ml IM or deep SC,,,,,
MEASLES RUBELLA (MR) VACCINE MULTIDOS,,,,,,C,"For active immunization against measles and rubella in infants, children, adolescents and young adults at risk. Immunization of susceptible non-pregnant adolescent and adult females is indicated if certain precautions are observed. The vaccine can be safely and effectively given simultaneously with DTP, DT, TT, Td, BCG, Polio Vaccine (OPV and IPV), Haemophilus influenza type B, Hepatitis B, Yellow fever vaccine and vitamin A supplementation.",,The vaccine should be reconstituted only with the diluent supplied (sterile water for injection) using a sterile syringe and needle. With gentle shaking the dried cake is easily dissolved. After reconstitution the vaccines should be used immediately. A single dose of 0.5ml should be administered by deep SC injection into the anterolateral aspect of upper thigh in infants and upper arm in older children. If the vaccines is not used immediately then it should be stored in the dark at 20C and 80C for no longer than 6 hours.,,,,,
"MEASLES, MUMPS & RUBELLA VACCINE LIVE",,,,,,C+,"For immunisation of children against measles, mumps and rubella",,"Subcutaneous or by intramuscular injection, 0.5 ml",,,,,
"MENINGOCOCCAL A,C,Y,W 135 VACCINE ",,,,,,B,"Immunisation against meningococcal diseases caused by Neisseria meningitis Group A, Group C, Group Y or Group W-135",,Prophylaxis: 0.5 ml intramuscular injection.,,,,,
PNEUMOCOCCAL POLYSACCHARIDE CONJUGATE VACCINE (ADSORBED) 13-VALENT INJECTION,,,,,,C+,"1. Active immunisation for the prevention of pneumococcal disease caused by Streptococcus pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F (including invasive disease, pneumonia and acute otitis media) in infants, children and adolescents from 2 months to 17 years of age: - PRESCRIBER CATEGORY C+: National Immunisation Programme (NIP)",,"For indication 1(i): 2-dose primary series (2+1): A series consisting of 3 doses, each of 0.5 ml may be given. Dosing is according to Immunisation Schedule under NIP. ",,,,,
TETANUS TOXOID INJECTION,,,,,,C+,Immunization against tetanus infection,,"2 doses of 0.5 mL IM at an interval of 4-8 wk, followed by the 3rd dose 6-12 mth later. Booster: 0.5 mL IM every 10 yr.",,,,,
ANTI RHD GAMMA GLOBULIN 300MCG/2ML INJECTION,,,,,,B,"Prevention of Rh(D) sensitisation to Rh(D)-negative woman: i) Pregnancy/delivery of Rh(D)-positive infant ii) Abortion/threatened abortion, ectopic pregnancy or hydatidiform mole iii) Transplacental haemorrhage resulting from antepartum haemorrhage, amniocentesis, chorionic biopsy or obstetric manipulative procedures e.g. external version or abdominal trauma",,"i) Antenatal prophylaxis: According to general recommendations, currently administered doses range from 50 – 330 micrograms or 250 - 1650 IU. For specific details, please refer to product's package insert. ii) Postnatal prophylaxis: According to general recommendations, currently administered doses range from 100 – 300 micrograms or 500 – 1500 IU. For specific details, please refer to product's package insert.",,,,,
ETHYL CHLORIDE SPRAY,,,,,,C,"For minor surgical procedures including lancing boils, incision and drainage of small abscesses, pain due to athletic injuries and pain due to injection administration",,Spray to affected area at a distance of about 30cm until a fine white film is produced,,,,,
LIGNOCAINE 2% JELLY,,,,,,B,"Use for endotracheal tubes and instruments, painful procedures in the ear, nose and throat, burns, wounds, abrasions, lacerations; catheterisation of the male and female urethra and for symptomatic treatment of cystitis and urethritis",,"Apply to affected area 10 mins before catheterization, etc",,,,,
LIGNOCAINE HCL 2% INJECTION,,,,,, CHILD Maximum: 3 mg/kg,For local or regional anaesthesia and nerve block. Not for IV use.,B,Local anesthesia: ADULT Maximum: 100 mg,,,,,
ATROPINE SULPHATE 1MG/ML INJECTION,,,,,,B,"i) Reduce vagal inhibition,salivary and bronchiol secretion in anaesthesia ii) Reversal of excessive bradycardia iii) Reversal of effect of competitive muscle relaxants iv) Overdosage with other compounds having muscarinic action v) Organophosphate poisoning",,"i) Adult: 300-600 mcg IM/SC 30-60 minutes before anaesthesia. Alternatively, 300-600 mcg IV immediately before induction of anaesthesia. Child: >20 kg: 300-600 mcg; 12-16 kg: 300 mcg; 7-9 kg: 200 mcg; >3 kg: 100 mcg. Doses to be given via IM/SC admin 30-60 minutes before anaesthesia.ii) Adult: 500 mcg every 3-5 minutes. Total: 3 mg. Max Dosage: 0.04 mg/kg body weight.iii) Adult 0.6-1.2 mg before or with anticholinesterase iv) Adult: 0.6-1 mg IV/IM/SC, repeated every 2 hr. v) Adult: 2 mg IV/IM, every 10-30 minutes until muscarinic effects disappear or atropine toxicity appears. In severe cases, dose can be given as often as every 5 minutes. In moderate to severe poisoning, a state of atropinisation is maintained for at least 2 days and continued for as long as symptoms are present. Child: 20 mcg/kg given every 5-10 minutes.",,,,,
TUBERCULINE,,,,,,B,For routine Mantoux (tuberculin sensitivity) test,,10 units is injected intradermally,,,,,
NALOXONE HCl 0.4MG/ML INJECTION,,,,,,B,For the complete/partial reversal of narcotic depression including respiratory depression induced by opioids such as natural and synthetic narcotics. Diagnosis of suspected acute opioids overdosage ,,Initially 0.4 - 2 mg IV repeated at intervals of 2 - 3 minutes according to patient's needs,,,,,
